"Data Import Template"
"Table:","Property Setter"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Property Setter","","","","","","",""
"Column Labels:","ID","DocType or Field","DocType","Property","Set Value","Field Name","Property Type","Default Value"
"","""Stock Entry Detail-expense_account-hidden""","DocField","Stock Entry Detail","hidden","0","expense_account","Check",""
"","""Stock Entry Detail-expense_account-idx""","DocField","Stock Entry Detail","idx","33","expense_account","Int",""
"","""Stock Entry Detail-accounting-idx""","DocField","Stock Entry Detail","idx","32","accounting","Int",""
"","""Stock Entry Detail-batch_no-hidden""","DocField","Stock Entry Detail","hidden","1","batch_no","Check",""
"","""Stock Entry Detail-batch_no-idx""","DocField","Stock Entry Detail","idx","31","batch_no","Int",""
"","""Stock Entry Detail-drum_or_bag_series-previous_field""","DocField","Stock Entry Detail","previous_field","serial_no_batch","drum_or_bag_series","Data",""
"","""Stock Entry Detail-serial_no_uom-previous_field""","DocField","Stock Entry Detail","previous_field","custom_serial_no","serial_no_uom","Data",""
"","""Stock Entry Detail-add-previous_field""","DocField","Stock Entry Detail","previous_field","serial_no_link","add","Data",""
"","""Stock Entry Detail-col_break4-idx""","DocField","Stock Entry Detail","idx","27","col_break4","Int",""
"","""Stock Entry Detail-serial_no-idx""","DocField","Stock Entry Detail","idx","24","serial_no","Int",""
"","""Stock Entry-process_for-previous_field""","DocField","Stock Entry","previous_field","purpose","process_for","Data",""
"","""Stock Entry-purpose-default""","DocField","Stock Entry","default","Repack","purpose","Text",""
"","""Stock Entry-read_only_onload""","DocType","Stock Entry","read_only_onload","","","Check",""
"","""Stock Entry Detail-grade-previous_field""","DocField","Stock Entry Detail","previous_field","target_batch","grade","Data",""
"","""Serial No-finished_good-previous_field""","DocField","Serial No","previous_field","batch_no","finished_good","Data",""
"","""Serial No-quality_parameters-previous_field""","DocField","Serial No","previous_field","qc_status","quality_parameters","Data",""
"","""Serial No-psd_status-previous_field""","DocField","Serial No","previous_field","sa_analysis","psd_status","Data",""
"","""Serial No-sa_analysis-previous_field""","DocField","Serial No","previous_field","qc_status","sa_analysis","Data",""
"","""Serial No-qc_grade-previous_field""","DocField","Serial No","previous_field","grade","qc_grade","Data",""
"","""Serial No-sa_grade-previous_field""","DocField","Serial No","previous_field","grade","sa_grade","Data",""
"","""Serial No-amend_qty-previous_field""","DocField","Serial No","previous_field","make_from","amend_qty","Data",""
"","""Serial No-make_from-previous_field""","DocField","Serial No","previous_field","serial_stock","make_from","Data",""
"","""Serial No-serial_qty_maintain-previous_field""","DocField","Serial No","previous_field","serial_stock","serial_qty_maintain","Data",""
"","""Serial No-serial_stock-previous_field""","DocField","Serial No","previous_field","grade","serial_stock","Data",""
"","""Serial No-grade-previous_field""","DocField","Serial No","previous_field","qc_status","grade","Data",""
"","""Serial No-qc_status-previous_field""","DocField","Serial No","previous_field","company","qc_status","Data",""
"","""Serial No-type_of_container-previous_field""","DocField","Serial No","previous_field","serial_no_warehouse","type_of_container","Data",""
"","""Serial No-reusable_item-previous_field""","DocField","Serial No","previous_field","serial_no_warehouse","reusable_item","Data",""
"","""Serial No-serial_no_warehouse-previous_field""","DocField","Serial No","previous_field","brand","serial_no_warehouse","Data",""
"","""Serial No-qty-previous_field""","DocField","Serial No","previous_field","item_code","qty","Data",""
"","""Serial No-naming_series-previous_field""","DocField","Serial No","previous_field","status","naming_series","Data",""
"","""Stock Entry Detail-qty_per_drum_bag-previous_field""","DocField","Stock Entry Detail","previous_field","no_of_qty","qty_per_drum_bag","Data",""
"","""Stock Entry Detail-no_of_qty-previous_field""","DocField","Stock Entry Detail","previous_field","quantity_and_rate","no_of_qty","Data",""
"","""Purchase Order Item-qty_per_drum_bag-previous_field""","DocField","Purchase Order Item","previous_field","qty","qty_per_drum_bag","Data",""
"","""Stock Entry Detail-serial_no_batch-idx""","DocField","Stock Entry Detail","idx","20","serial_no_batch","Int",""
"","""Stock Entry Detail-amount-idx""","DocField","Stock Entry Detail","idx","19","amount","Int",""
"","""Stock Entry Detail-conversion_factor-idx""","DocField","Stock Entry Detail","idx","18","conversion_factor","Int",""
"","""Stock Entry Detail-stock_uom-idx""","DocField","Stock Entry Detail","idx","17","stock_uom","Int",""
"","""Stock Entry Detail-col_break3-idx""","DocField","Stock Entry Detail","idx","16","col_break3","Int",""
"","""Stock Entry Detail-incoming_rate-idx""","DocField","Stock Entry Detail","idx","15","incoming_rate","Int",""
"","""Stock Entry Detail-uom-idx""","DocField","Stock Entry Detail","idx","14","uom","Int",""
"","""Stock Entry Detail-qty-idx""","DocField","Stock Entry Detail","idx","13","qty","Int",""
"","""Stock Entry Detail-quantity_and_rate-idx""","DocField","Stock Entry Detail","idx","10","quantity_and_rate","Int",""
"","""Stock Entry Detail-description-idx""","DocField","Stock Entry Detail","idx","9","description","Int",""
"","""Stock Entry Detail-col_break2-idx""","DocField","Stock Entry Detail","idx","8","col_break2","Int",""
"","""Item-serial_no-previous_field""","DocField","Item","previous_field","has_serial_no","serial_no","Data",""
"","""Item-is_repack_item-previous_field""","DocField","Item","previous_field","is_stock_item","is_repack_item","Data",""
"","""Item-grade-previous_field""","DocField","Item","previous_field","barcode","grade","Data",""
"","""Item-category-previous_field""","DocField","Item","previous_field","item_name","category","Data",""
"","""Stock Entry Detail-qty-label""","DocField","Stock Entry Detail","label","Total Qty","qty","Data",""
"","""Purchase Receipt Item-qty_per_drum_bag-previous_field""","DocField","Purchase Receipt Item","previous_field","rejected_qty","qty_per_drum_bag","Data",""
"","""Journal Voucher Detail-against_sales_order-previous_field""","DocField","Journal Voucher Detail","previous_field","against_account","against_sales_order","Data",""
"","""Packing Slip-billing_address-previous_field""","DocField","Packing Slip","previous_field","to_case_no","billing_address","Data",""
"","""Batch-batch_item-previous_field""","DocField","Batch","previous_field","qty","batch_item","Data",""
"","""Batch-creation-previous_field""","DocField","Batch","previous_field","used","creation","Data",""
"","""Batch-naming_series-previous_field""","DocField","Batch","previous_field","batch_id","naming_series","Data",""
"","""Batch-qty-previous_field""","DocField","Batch","previous_field","creation","qty","Data",""
"","""Batch-used-previous_field""","DocField","Batch","previous_field","finished_date","used","Data",""
"","""Batch-warehouse-previous_field""","DocField","Batch","previous_field","item","warehouse","Data",""
"","""Company-buisness_address-previous_field""","DocField","Company","previous_field","address","buisness_address","Data",""
"","""Delivery Note Item-add-previous_field""","DocField","Delivery Note Item","previous_field","serial_no_link","add","Data",""
"","""Delivery Note Item-custom_serial_no-previous_field""","DocField","Delivery Note Item","previous_field","add","custom_serial_no","Data",""
"","""Delivery Note Item-serial_no_link-previous_field""","DocField","Delivery Note Item","previous_field","warehouse","serial_no_link","Data",""
"","""Item Quality Inspection Parameter-hp-previous_field""","DocField","Item Quality Inspection Parameter","previous_field","max_value","hp","Data",""
"","""Item Quality Inspection Parameter-mandatory-previous_field""","DocField","Item Quality Inspection Parameter","previous_field","value","mandatory","Data",""
"","""Item Quality Inspection Parameter-max_value-previous_field""","DocField","Item Quality Inspection Parameter","previous_field","min_value","max_value","Data",""
"","""Item Quality Inspection Parameter-min_value-previous_field""","DocField","Item Quality Inspection Parameter","previous_field","mandatory","min_value","Data",""
"","""Item Quality Inspection Parameter-p-previous_field""","DocField","Item Quality Inspection Parameter","previous_field","hp","p","Data",""
"","""Item Quality Inspection Parameter-s-previous_field""","DocField","Item Quality Inspection Parameter","previous_field","p","s","Data",""
"","""Item Quality Inspection Parameter-specification_detail-previous_field""","DocField","Item Quality Inspection Parameter","previous_field","specification","specification_detail","Data",""
"","""Purchase Order-address-previous_field""","DocField","Purchase Order","previous_field","supplier","address","Data",""
"","""Purchase Order-delivery_date-previous_field""","DocField","Purchase Order","previous_field","shipping_terms","delivery_date","Data",""
"","""Purchase Order-shipping_method-previous_field""","DocField","Purchase Order","previous_field","column_break1","shipping_method","Data",""
"","""Purchase Order-shipping_terms-previous_field""","DocField","Purchase Order","previous_field","shipping_method","shipping_terms","Data",""
"","""Purchase Order-ship_to_address-previous_field""","DocField","Purchase Order","previous_field","address","ship_to_address","Data",""
"","""Purchase Order-supplier_details-previous_field""","DocField","Purchase Order","previous_field","supplier","supplier_details","Data",""
"","""Purchase Order-vendor_address-previous_field""","DocField","Purchase Order","previous_field","ship_to_address","vendor_address","Data",""
"","""Purchase Receipt Item-add-previous_field""","DocField","Purchase Receipt Item","previous_field","custom_serial_no","add","Data",""
"","""Purchase Receipt Item-custom_serial_no-previous_field""","DocField","Purchase Receipt Item","previous_field","col_break5","custom_serial_no","Data",""
"","""Purchase Receipt Item-sr_no-previous_field""","DocField","Purchase Receipt Item","previous_field","add","sr_no","Data",""
"","""QC Serial-free_si-previous_field""","DocField","QC Serial","previous_field","alpha","free_si","Data",""
"","""Serial No-batch_no-previous_field""","DocField","Serial No","previous_field","is_repacked","batch_no","Data",""
"","""ToDo-item_code-previous_field""","DocField","ToDo","previous_field","section_break_6","item_code","Data",""
"","""ToDo-serial_no-previous_field""","DocField","ToDo","previous_field","assigned_by","serial_no","Data",""
"","""Warehouse-batch_no_required-previous_field""","DocField","Warehouse","previous_field","mobile_no","batch_no_required","Data",""
"","""Warehouse-is_flowbin-previous_field""","DocField","Warehouse","previous_field","batch_no_required","is_flowbin","Data",""
"","""Warehouse-serial_no-previous_field""","DocField","Warehouse","previous_field","pin","serial_no","Data",""
"","""Packing Slip-address_display-previous_field""","DocField","Packing Slip","previous_field","billing_address","address_display","Data",""
"","""Packing Slip-contact_person-previous_field""","DocField","Packing Slip","previous_field","po_no","contact_person","Data",""
"","""Packing Slip-terms_name-previous_field""","DocField","Packing Slip","previous_field","terms_and_conditions","terms_name","Data",""
"","""Packing Slip-terms-previous_field""","DocField","Packing Slip","previous_field","terms_name","terms","Data",""
"","""Customer-customer_abbreviation-previous_field""","DocField","Customer","previous_field","customer_name","customer_abbreviation","Data",""
"","""Employee-designation-width""","DocField","Employee","width","165","designation","",""
"","""Journal Voucher-naming_series-options""","DocField","Journal Voucher","options","JV-","naming_series","Text",""
"","""Customer-count-previous_field""","DocField","Customer","previous_field","customer_abbreviation","count","Data",""
"","""Serial No-qty-width""","DocField","Serial No","width","77","qty","",""
"","""Serial No-warehouse-width""","DocField","Serial No","width","73","warehouse","",""
"","""Serial No-description-width""","DocField","Serial No","width","144","description","",""
"","""Serial No-brand-width""","DocField","Serial No","width","51","brand","",""
"","""Stock Entry Detail-serial_no-hidden""","DocField","Stock Entry Detail","hidden","1","serial_no","Check",""
"","""Customer-naming_series-hidden""","DocField","Customer","hidden","1","naming_series","Check",""
"","""Customer-naming_series-reqd""","DocField","Customer","reqd","0","naming_series","Check",""
"","""Supplier-naming_series-hidden""","DocField","Supplier","hidden","1","naming_series","Check",""
"","""Supplier-naming_series-reqd""","DocField","Supplier","reqd","0","naming_series","Check",""
"","""Employee-employee_number-reqd""","DocField","Employee","reqd","1","employee_number","Check",""
"","""Employee-employee_number-hidden""","DocField","Employee","hidden","0","employee_number","Check",""
"","""Employee-naming_series-hidden""","DocField","Employee","hidden","1","naming_series","Check",""
"","""Employee-naming_series-reqd""","DocField","Employee","reqd","0","naming_series","Check",""
"","""Item-item_code-reqd""","DocField","Item","reqd","1","item_code","Check",""
"","""Item-item_code-hidden""","DocField","Item","hidden","0","item_code","Check",""
"","""Item-naming_series-hidden""","DocField","Item","hidden","1","naming_series","Check",""
"","""Item-naming_series-reqd""","DocField","Item","reqd","0","naming_series","Check",""
"","""Serial No-naming_series-options""","DocField","Serial No","options","
SN
SM
RM","naming_series","Text",""
"","""Serial No-naming_series-default""","DocField","Serial No","default","","naming_series","Text",""
"","""Delivery Note-rounded_total_export-print_hide""","DocField","Delivery Note","print_hide","0","rounded_total_export","Check",""
"","""Delivery Note-rounded_total_export-hidden""","DocField","Delivery Note","hidden","0","rounded_total_export","Check",""
"","""Delivery Note-rounded_total-print_hide""","DocField","Delivery Note","print_hide","1","rounded_total","Check",""
"","""Delivery Note-rounded_total-hidden""","DocField","Delivery Note","hidden","0","rounded_total","Check",""
"","""Sales Invoice-rounded_total_export-print_hide""","DocField","Sales Invoice","print_hide","0","rounded_total_export","Check",""
"","""Sales Invoice-rounded_total_export-hidden""","DocField","Sales Invoice","hidden","0","rounded_total_export","Check",""
"","""Sales Invoice-rounded_total-print_hide""","DocField","Sales Invoice","print_hide","1","rounded_total","Check",""
"","""Sales Invoice-rounded_total-hidden""","DocField","Sales Invoice","hidden","0","rounded_total","Check",""
"","""Sales Order-rounded_total_export-print_hide""","DocField","Sales Order","print_hide","0","rounded_total_export","Check",""
"","""Sales Order-rounded_total_export-hidden""","DocField","Sales Order","hidden","0","rounded_total_export","Check",""
"","""Sales Order-rounded_total-print_hide""","DocField","Sales Order","print_hide","1","rounded_total","Check",""
"","""Sales Order-rounded_total-hidden""","DocField","Sales Order","hidden","0","rounded_total","Check",""
"","""Quotation-rounded_total_export-print_hide""","DocField","Quotation","print_hide","0","rounded_total_export","Check",""
"","""Quotation-rounded_total_export-hidden""","DocField","Quotation","hidden","0","rounded_total_export","Check",""
"","""Quotation-rounded_total-print_hide""","DocField","Quotation","print_hide","1","rounded_total","Check",""
"","""Quotation-rounded_total-hidden""","DocField","Quotation","hidden","0","rounded_total","Check",""
